Fe,Ni,Co,Cr,Mn,C,Mo,Si,Cu,Al,W,V,Ti,Nb,Tensile Strength: Ultimate (UTS) (psi),compositional_sum_flag
97.0,0.55,0.0,0.5,0.875,0.55,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
97.0,0.55,0.0,0.5,0.875,0.6000000000000001,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,660.0,PASS
97.4,0.55,0.0,0.5,0.8,0.205,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
97.1,0.55,0.0,0.5,0.875,0.405,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,580.0,PASS
97.2,0.55,0.0,0.5,0.875,0.225,0.35,0.25,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
96.6,0.0,0.0,0.7,0.7,0.55,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,660.0,PASS
96.6,0.0,0.0,0.0,0.85,0.55,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,PASS
96.5,0.0,0.0,0.0,0.875,0.6000000000000001,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,PASS
94.5,3.25,0.0,1.2,0.55,0.105,0.1149999999999999,0.275,0.0,0.0,0.0,0.0,0.0,0.0,820.0,PASS
97.7,0.4499999999999999,0.0,0.4,0.875,0.175,0.1149999999999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,440.0,PASS
97.55,0.4499999999999999,0.0,0.4,0.875,0.305,0.1149999999999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
92.1,1.85,0.0,0.0,1.85,1.4,1.55,1.25,0.125,0.0,0.0,0.0,0.0,0.0,810.0,PASS
91.35,0.15,0.0,5.15,0.5,1.05,1.15,0.25,0.125,0.0,0.0,0.325,0.0,0.0,710.0,PASS
90.35,0.15,0.0,5.15,0.5,1.25,1.15,0.25,0.125,0.0,0.0,1.1,0.0,0.0,700.0,PASS
93.75,0.15,0.0,1.55,2.0,1.05,1.15,0.25,0.125,0.0,0.0,0.0,0.0,0.0,710.0,PASS
94.4,0.15,0.0,1.05,2.15,0.7,1.15,0.25,0.125,0.0,0.0,0.0,0.0,0.0,750.0,PASS
84.55000000000001,0.15,0.0,5.4,0.4,2.45,1.15,0.25,0.125,0.0,1.0,4.55,0.0,0.0,800.0,PASS
90.2,0.15,0.0,5.15,0.25,0.55,1.45,0.925,0.125,0.0,1.25,0.0,0.0,0.0,700.0,PASS
88.75,1.55,0.0,5.15,0.25,0.5,1.55,1.1,0.125,0.0,0.0,1.1,0.0,0.0,770.0,PASS
84.1,0.15,0.0,12.0,0.3,1.5,0.95,0.3,0.125,0.0,0.0,0.55,0.0,0.0,760.0,PASS
83.65,0.15,0.0,12.25,0.3,2.2,0.0,0.3,0.125,0.0,0.5,0.5,0.0,0.0,770.0,PASS
83.44999999999999,0.15,0.0,12.0,0.3,2.25,0.95,0.3,0.125,0.0,0.0,0.5,0.0,0.0,760.0,PASS
81.15,0.15,3.0,12.0,0.3,1.5,0.95,0.3,0.125,0.0,0.0,0.5,0.0,0.0,770.0,PASS
79.25,0.15,0.0,12.5,0.3,2.35,0.95,0.3,0.125,0.0,0.0,4.1,0.0,0.0,800.0,PASS
96.95,0.0,0.0,0.0,0.25,1.15,0.0,0.3,0.0,0.0,1.4,0.0,0.0,0.0,620.0,PASS
94.0,0.0,0.0,0.3,0.3,1.2999999999999998,0.0,0.3,0.0,0.0,3.75,0.0,0.0,0.0,710.0,PASS
91.45,0.15,0.0,3.4,0.475,0.4,2.5,1.0,0.125,0.0,0.0,0.5,0.0,0.0,680.0,PASS
91.05,0.15,0.0,5.15,0.35,0.38,1.35,1.0,0.125,0.0,0.0,0.4499999999999999,0.0,0.0,690.0,PASS
89.75,0.15,0.0,5.15,0.35,0.35,1.55,1.0,0.125,0.0,1.35,0.25,0.0,0.0,690.0,PASS
90.4,0.15,0.0,5.15,0.35,0.385,1.4500000000000002,1.0,0.125,0.0,0.0,1.0,0.0,0.0,690.0,PASS
88.2,0.15,0.0,5.15,0.35,0.4,0.0,1.0,0.125,0.0,4.65,0.0,0.0,0.0,710.0,PASS
83.45,0.15,4.25,4.4,0.35,0.385,0.425,0.35,0.125,0.0,4.15,2.0,0.0,0.0,720.0,PASS
90.7,0.15,0.0,3.4,0.275,0.32,0.0,0.325,0.125,0.0,9.25,0.4499999999999999,0.0,0.0,720.0,FAIL
84.80000000000001,0.15,0.0,2.8,0.275,0.35,0.0,0.275,0.125,0.0,10.9,0.375,0.0,0.0,700.0,PASS
74.0,0.15,0.0,11.9,0.275,0.3,0.0,0.375,0.125,0.0,11.9,1.025,0.0,0.0,760.0,PASS
80.2,0.15,0.0,3.0,0.275,0.475,0.0,0.275,0.125,0.0,15.0,0.5,0.0,0.0,720.0,PASS
79.25,0.15,0.0,4.15,0.275,0.27,0.0,0.275,0.125,0.0,15.0,0.5,0.0,0.0,710.0,PASS
75.4,0.15,0.0,4.15,0.275,0.5,0.0,0.275,0.125,0.0,18.15,1.025,0.0,0.0,720.0,PASS
83.4,0.0,0.0,3.75,0.275,0.675,8.7,0.325,0.0,0.0,1.75,1.15,0.0,0.0,710.0,PASS
81.55,0.15,0.0,4.15,0.275,0.625,5.0,0.0,0.125,0.0,6.15,2.0,0.0,0.0,700.0,PASS
84.55000000000001,0.0,0.0,4.15,0.275,0.575,8.15,0.325,0.0,0.0,0.0,2.0,0.0,0.0,710.0,PASS
97.1,0.0,0.0,0.95,0.5,0.725,0.125,0.25,0.125,0.0,0.0,0.2,0.0,0.0,590.0,PASS
96.4,0.0,0.0,1.5,0.525,1.05,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,600.0,PASS
95.45,1.65,0.0,0.8999999999999999,0.525,0.7,0.25,0.25,0.125,0.0,0.0,0.15,0.0,0.0,670.0,PASS
82.9,0.15,0.0,3.75,0.275,0.8300000000000001,8.7,0.35,0.125,0.0,1.75,1.2,0.0,0.0,730.0,PASS
83.94999999999999,0.15,0.0,4.15,0.25,0.97,8.15,0.325,0.125,0.0,0.0,2.0,0.0,0.0,740.0,PASS
80.95,0.15,0.0,4.15,0.275,0.94,5.0,0.325,0.125,0.0,6.15,2.0,0.0,0.0,760.0,PASS
79.9,0.15,0.0,4.15,0.275,1.05,5.65,0.325,0.125,0.0,5.9,2.55,0.0,0.0,770.0,PASS
79.05,0.15,0.0,4.15,0.275,1.25,5.65,0.325,0.125,0.0,5.9,3.3,0.0,0.0,770.0,PASS
78.05000000000001,0.15,5.0,3.9,0.275,0.8,8.4,0.325,0.125,0.0,1.7999999999999998,1.2,0.0,0.0,800.0,PASS
73.85,0.15,8.3,3.75,0.275,0.885,9.5,0.325,0.125,0.0,1.7000000000000002,1.2,0.0,0.0,810.0,PASS
73.9,0.15,8.3,3.75,0.275,0.885,8.5,0.325,0.125,0.0,1.75,2.1,0.0,0.0,800.0,PASS
72.8,0.15,8.3,4.15,0.275,0.8500000000000001,5.05,0.325,0.125,0.0,6.0,2.05,0.0,0.0,810.0,PASS
78.65,0.15,0.0,4.3,0.275,1.35,4.9,0.325,0.125,0.0,5.9,4.15,0.0,0.0,770.0,PASS
76.15,0.15,5.3,4.15,0.4,1.15,3.8,0.325,0.125,0.0,6.65,2.05,0.0,0.0,800.0,PASS
78.65,0.15,8.3,3.9,0.275,1.15,9.5,0.4,0.125,0.0,1.5499999999999998,1.2,0.0,0.0,810.0,FAIL
73.4,0.15,8.3,3.9,0.3,1.25,8.0,0.4,0.125,0.0,2.65,1.65,0.0,0.0,810.0,PASS
67.94999999999999,0.15,11.65,4.4,0.3,1.15,6.5,0.425,0.125,0.0,5.4,2.05,0.0,0.0,870.0,PASS
71.9,0.15,8.3,3.95,0.3,1.25,8.25,0.525,0.125,0.0,2.05,3.15,0.0,0.0,800.0,PASS
81.85,0.15,5.05,3.75,0.275,1.15,9.65,0.325,0.125,0.0,1.55,1.2999999999999998,0.0,0.0,810.0,FAIL
66.8,0.15,9.0,3.75,0.275,1.45,5.15,0.275,0.125,0.0,10.0,3.05,0.0,0.0,890.0,PASS
88.7,0.15,0.0,4.15,0.3,0.8300000000000001,4.35,0.4,0.125,0.0,0.0,1.05,0.0,0.0,720.0,PASS
86.65,0.15,0.0,3.9,0.3,0.925,4.45,0.4,0.125,0.0,1.125,2.0,0.0,0.0,710.0,PASS
71.69999999999999,0.0,12.0,4.15,0.275,0.8,5.0,0.325,0.0,0.0,4.3,1.5,0.0,0.0,840.0,PASS
75.5,0.15,0.0,3.75,0.275,1.35,10.5,0.275,0.125,0.0,6.15,1.95,0.0,0.0,830.0,PASS
81.8,0.15,0.0,3.75,0.275,1.05,8.7,0.375,0.125,0.0,1.75,2.05,0.0,0.0,760.0,PASS
96.2,0.15,0.0,0.5,1.2,0.925,0.0,0.25,0.125,0.0,0.5,0.15,0.0,0.0,640.0,PASS
96.4,0.15,0.0,0.25,1.6,0.925,0.15,0.25,0.125,0.0,0.0,0.15,0.0,0.0,640.0,PASS
96.15,0.15,0.0,0.15,0.7000000000000001,1.4500000000000002,0.25,1.025,0.125,0.0,0.0,0.0,0.0,0.0,670.0,PASS
95.25,0.15,0.0,0.6,0.5,1.2000000000000002,0.15,0.3,0.125,0.0,1.5,0.2,0.0,0.0,680.0,PASS
97.7,0.3,0.0,1.025,0.25,0.05,0.275,0.25,0.125,0.0,0.0,0.0,0.0,0.0,330.0,PASS
96.85,0.0,0.0,1.2,0.53,0.34,0.425,0.5,0.125,0.0,0.0,0.0,0.0,0.0,540.0,PASS
93.15,4.1,1.2000000000000002,0.25,0.5349999999999999,0.2,0.0,0.3,0.125,0.0,0.0,0.2,0.0,0.0,1130.0,PASS
97.35,1.25,0.0,0.575,0.4,0.05,0.0,0.2,0.125,0.0,0.0,0.0,0.0,0.0,410.0,PASS
93.8,0.0,0.0,4.65,0.4,0.06,0.7,0.25,0.125,0.0,0.0,0.0,0.0,0.0,390.0,PASS
96.75,0.175,0.0,2.25,0.4,0.05,0.0,0.2,0.125,0.0,0.0,0.0,0.0,0.0,370.0,PASS
93.95,3.55,0.0,1.55,0.5249999999999999,0.1,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,630.0,PASS
94.15,0.15,0.0,1.4,0.25,0.475,0.25,0.6749999999999999,0.125,0.0,2.25,0.2249999999999999,0.0,0.0,690.0,PASS
97.05,0.15,0.0,0.0,0.4,0.475,0.4499999999999999,1.05,0.125,0.0,0.0,0.25,0.0,0.0,670.0,PASS
96.05,0.0,0.0,0.3,0.8,0.575,0.0,2.05,0.0,0.0,0.0,0.25,0.0,0.0,670.0,PASS
95.3,0.0,0.0,0.25,0.8,0.575,0.7999999999999999,2.05,0.125,0.0,0.0,0.175,0.0,0.0,680.0,PASS
93.75,0.0,0.0,1.35,1.35,0.45,0.4,2.25,0.125,0.0,0.0,0.3,0.0,0.0,670.0,PASS
93.25,0.0,0.0,3.25,0.55,0.5,1.55,0.6,0.125,0.0,0.0,0.15,0.0,0.0,670.0,PASS
75.2,0.15,0.0,4.15,0.25,0.7250000000000001,0.0,0.3,0.125,0.0,18.05,1.1,0.0,0.0,770.0,PASS
70.5,0.15,5.05,4.4,0.275,1.55,0.5,0.275,0.125,0.0,12.4,4.9,0.0,0.0,830.0,PASS
73.3,0.15,0.0,4.15,0.3,0.8500000000000001,0.5,0.3,0.125,0.0,18.25,2.1,0.0,0.0,780.0,PASS
69.3,0.15,5.05,4.15,0.25,0.75,0.7,0.3,0.125,0.0,18.25,1.0,0.0,0.0,800.0,PASS
64.45,0.15,8.25,4.4,0.3,0.8,0.9,0.3,0.125,0.0,18.25,2.1,0.0,0.0,860.0,PASS
59.7,0.15,12.0,4.4,0.3,0.8,0.7,0.3,0.125,0.0,19.75,1.8,0.0,0.0,880.0,PASS
72.35,0.15,5.05,4.15,0.3,0.8,0.7,0.3,0.125,0.0,14.05,2.1,0.0,0.0,780.0,PASS
99.75,0.0,0.0,0.0,0.175,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,PASS
99.59,0.0,0.0,0.0,0.325,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.505,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.4,0.0,0.0,0.0,0.4499999999999999,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.38,0.0,0.0,0.0,0.4499999999999999,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.35,0.0,0.0,0.0,0.4499999999999999,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.035,0.0,0.0,0.0,0.75,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.33,0.0,0.0,0.0,0.4499999999999999,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.025,0.0,0.0,0.0,0.75,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.925,0.0,0.0,0.0,0.85,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.3,0.0,0.0,0.0,0.4499999999999999,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.01,0.0,0.0,0.0,0.75,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.91,0.0,0.0,0.0,0.85,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.28,0.0,0.0,0.0,0.4499999999999999,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.255,0.0,0.0,0.0,0.4499999999999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.94,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.91,0.0,0.0,0.0,0.75,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.84,0.0,0.0,0.0,0.75,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.75,0.0,0.0,0.0,0.85,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.825,0.0,0.0,0.0,0.75,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.7,0.0,0.0,0.0,0.85,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.815,0.0,0.0,0.0,0.75,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.75,0.0,0.0,0.0,0.75,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.65,0.0,0.0,0.0,0.85,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.035,0.0,0.0,0.0,0.4499999999999999,0.4649999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
98.75,0.0,0.0,0.0,0.75,0.4649999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.65,0.0,0.0,0.0,0.85,0.4649999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.7,0.0,0.0,0.0,0.75,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.7,0.0,0.0,0.0,0.75,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.65,0.0,0.0,0.0,0.75,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.65,0.0,0.0,0.0,0.75,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.65,0.0,0.0,0.0,0.65,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.55,0.0,0.0,0.0,0.75,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.55,0.0,0.0,0.0,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.55,0.0,0.0,0.0,0.65,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.75,0.0,0.0,0.0,0.4499999999999999,0.7849999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.4,0.0,0.0,0.0,0.75,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.35,0.0,0.0,0.0,0.75,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.7,0.0,0.0,0.0,0.4,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.3,0.0,0.0,0.0,0.75,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.6,0.0,0.0,0.0,0.4,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.07,0.0,0.0,0.0,0.7,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.55,0.0,0.0,0.0,1.15,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.25,0.0,0.0,0.0,1.4500000000000002,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
98.05,0.0,0.0,0.0,1.5499999999999998,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.05,0.0,0.0,0.0,1.5499999999999998,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.65,0.0,0.0,0.0,0.85,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.95,0.0,0.0,0.0,1.5499999999999998,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.75,0.0,0.0,0.0,1.5499999999999998,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.55,0.0,0.0,0.0,0.85,0.4549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.5,0.0,0.0,0.0,0.85,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.965,0.0,0.0,0.0,0.75,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.785,0.0,0.0,0.0,0.85,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.7,0.0,0.0,0.0,0.85,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.3,0.0,0.0,0.0,1.025,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.65,0.0,0.0,0.0,1.75,0.305,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.6,0.0,0.0,0.0,1.75,0.355,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
97.55,0.0,0.0,0.0,1.75,0.405,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.5,0.0,0.0,0.0,1.75,0.4549999999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.25,0.0,0.0,0.0,1.5499999999999998,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.35,0.0,0.0,0.0,1.35,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.25,0.0,0.0,0.0,1.35,0.3349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.05,0.0,0.0,0.0,1.5499999999999998,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.0,0.0,0.0,0.0,1.5499999999999998,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.25,0.0,0.0,0.0,1.25,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.1,0.0,0.0,0.0,1.35,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.55,0.0,0.0,0.0,0.875,0.115,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,420.0,PASS
98.45,0.0,0.0,0.0,0.8,0.225,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,440.0,PASS
98.4,0.0,0.0,0.0,0.8,0.225,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,600.0,PASS
98.4,0.0,0.0,0.0,0.8,0.275,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
98.4,0.0,0.0,0.0,0.8,0.275,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.3,0.0,0.0,0.0,0.8,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
98.25,0.0,0.0,0.0,0.8,0.425,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,680.0,PASS
98.2,0.0,0.0,0.0,0.8,0.475,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,580.0,PASS
97.95,0.0,0.0,0.5,0.8,0.205,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
97.75,0.0,0.0,0.95,0.5,0.305,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.4,0.0,0.0,0.95,0.8,0.375,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
97.3,0.0,0.0,0.95,0.875,0.405,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.3,0.0,0.0,0.95,0.875,0.425,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,590.0,PASS
97.2,0.0,0.0,0.95,0.875,0.4549999999999999,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,580.0,PASS
97.2,0.0,0.0,0.95,0.875,0.475,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,610.0,PASS
97.2,0.0,0.0,0.95,0.875,0.505,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.15,0.0,0.0,0.8,0.875,0.6000000000000001,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,680.0,PASS
96.4,1.85,0.0,0.5,0.55,0.195,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
95.7,1.85,0.0,0.8,0.7,0.405,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
94.05,1.85,0.0,0.85,0.775,0.405,0.4,1.65,0.0,0.0,0.0,0.075,0.0,0.0,2340.0,PASS
98.45,0.0,0.0,0.0,0.55,0.205,0.525,0.25,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
96.9,1.85,0.0,0.0,0.55,0.155,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,480.0,PASS
96.9,1.85,0.0,0.0,0.55,0.195,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
96.6,1.85,0.0,0.0,0.8,0.205,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
97.85,0.85,0.0,0.0,0.55,0.265,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
96.85,1.05,0.0,0.45,0.8,0.185,0.35,0.25,0.0,0.0,0.0,0.0,0.0,0.0,510.0,PASS
97.25,1.05,0.0,0.45,0.6,0.195,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
95.3,3.55,0.0,0.0,0.5,0.155,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
95.3,3.55,0.0,0.0,0.5,0.175,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,560.0,PASS
95.15,3.55,0.0,0.0,0.6,0.205,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
98.765,0.0,0.0,0.4,0.4,0.145,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
98.0,0.0,0.0,0.4,0.875,0.4549999999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
98.1,0.0,0.0,0.275,0.875,0.4649999999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
97.8,0.0,0.0,0.5,0.875,0.505,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,590.0,PASS
97.7,0.0,0.0,0.5,0.875,0.6000000000000001,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.95,0.0,0.0,0.8,0.8,0.195,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
97.65,0.0,0.0,0.95,0.8,0.305,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.8,0.0,0.0,0.875,0.7,0.3249999999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,510.0,PASS
97.7,0.0,0.0,0.95,0.7,0.355,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,510.0,PASS
97.7,0.0,0.0,0.8,0.8,0.405,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.65,0.0,0.0,0.8,0.8,0.4549999999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,560.0,PASS
97.4,0.0,0.0,1.025,0.85,0.485,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,600.0,PASS
97.6,0.0,0.0,0.8,0.8,0.505,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,580.0,PASS
97.55,0.0,0.0,0.8,0.8,0.55,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
97.45,0.0,0.0,0.8,0.875,0.585,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.4,0.0,0.0,0.8,0.875,0.6000000000000001,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
96.9,0.0,0.0,1.5,0.35,1.015,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.2,0.0,0.0,0.6,0.6,0.185,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,470.0,PASS
97.2,0.0,0.0,0.95,0.8,0.505,0.0,0.25,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,652.4829777576033,PASS
97.9,0.3,0.0,0.4,0.8,0.155,0.1149999999999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,610.0,PASS
